"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-12-31,"86314","AZ","Prescott","Yavapai County","Prescott Valley",1664,1400,0.0085,0.0184,0.0286,13905
2019-12-31,"93304","CA","Bakersfield","Kern County","Bakersfield",1665,1140,0.0038,0.0065,0.0266,12648
2019-12-31,"97217","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",1666,1880,-0.0035,0.0376,0.0634,13982
2019-12-31,"36301","AL","Dothan","Houston County","Dothan",1667,850,0.004,0.0517,-0.0168,14009
2019-12-31,"34145","FL","Naples-Immokalee-Marco Island","Collier County","Marco Island",1668,4240,-0.0005,0.0224,0.0899,23272
2019-12-31,"08861","NJ","New York-Newark-Jersey City","Middlesex County","Perth Amboy",1669,1820,0.0034,-0.0045,-0.014,9934
2019-12-31,"38671","MS","Memphis","DeSoto County","Southaven",1670,1090,-0.0006,0.0157,0.0132,12561
2019-12-31,"80909","CO","Colorado Springs","El Paso County","Colorado Springs",1671,1370,-0.0016,0.027,0.0451,11543
2019-12-31,"48146","MI","Detroit-Warren-Dearborn","Wayne County","Lincoln Park",1672,900,0.0051,0.0373,0.0144,15280
2019-12-31,"85745","AZ","Tucson","Pima County","Tucson",1673,1180,0.0008,0.0117,0.0638,13748
2019-12-31,"84121","UT","Salt Lake City","Salt Lake County","Cottonwood Heights",1674,1620,-0.0247,-0.0424,-0.006,17664
2019-12-31,"99504","AK","Anchorage","Anchorage Borough","Anchorage",1675,1600,0.007,0.0096,-0.0011,14153
2019-12-31,"90745","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Carson",1676,2460,-0.0004,-0.005,0.0078,13627
2019-12-31,"95826","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Rosemont",1677,1690,-0.0022,0.0003,0.012,12713
2019-12-31,"33018","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Hialeah",1678,1860,-0.0058,0.0105,0.0104,18094
2019-12-31,"85730","AZ","Tucson","Pima County","Tucson",1679,1120,0.0016,0.0091,0.0626,13526
2019-12-31,"48910","MI","Lansing-East Lansing","Ingham County","Lansing",1680,900,0.0074,0.0633,0.048,13122
2019-12-31,"80227","CO","Denver-Aurora-Lakewood","Jefferson County","Lakewood",1681,1600,-0.0042,-0.0219,-0.034,12890
2019-12-31,"80021","CO","Denver-Aurora-Lakewood","Adams County","Westminster",1682,1860,0.0054,-0.0032,0.0265,12535
2019-12-31,"48047","MI","Detroit-Warren-Dearborn","Macomb County","Chesterfield",1683,1150,0.0007,-0.0147,-0.0012,15650
2019-12-31,"30316","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",1684,1510,0.013,0.0344,0.0948,16285
2019-12-31,"32818","FL","Orlando-Kissimmee-Sanford","Orange County","Pine Hills",1685,1360,-0.0059,0.0046,0.0153,12776
2019-12-31,"37363","TN","Chattanooga","Hamilton County","Ooltewah",1686,1310,0.0043,0.0186,0.0075,15173
2019-12-31,"33172","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Fountainbleau",1687,1860,0.0034,0.0199,0.0155,15773
2019-12-31,"76021","TX","Dallas-Fort Worth-Arlington","Tarrant County","Bedford",1688,1550,-0.0042,0.0215,0.0471,11143
2019-12-31,"91764","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Ontario",1689,2050,0.0074,0.0054,0.0196,12558
2019-12-31,"95403","CA","Santa Rosa","Sonoma County","Santa Rosa",1690,2590,-0.0006,-0.0043,-0.0304,10908
2019-12-31,"32207","FL","Jacksonville","Duval County","Jacksonville",1691,1260,0.0059,0.0149,0.0407,14546
2019-12-31,"19063","PA","Philadelphia-Camden-Wilmington","Delaware County","Middletown Township",1692,1650,-0.0083,-0.0354,0.0573,12485
2019-12-31,"33401","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","West Palm Beach",1693,1580,0.0021,-0.0012,-0.0071,16669
2019-12-31,"93611","CA","Fresno","Fresno County","Clovis",1694,1480,-0.0022,0.0166,0.0026,15000
2019-12-31,"95821","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Arden-Arcade",1695,1720,0.0114,0.0272,0.0375,9157
2019-12-31,"84010","UT","Ogden-Clearfield","Davis County","Bountiful",1696,1490,0.0025,0.0043,0.0302,15182
2019-12-31,"20748","MD","Washington-Arlington-Alexandria","Prince Georges County","Temple Hills",1697,1490,-0.0263,-0.015,0.0075,11883
2019-12-31,"33771","FL","Tampa-St. Petersburg-Clearwater","Pinellas County","Largo",1698,1340,0.0061,0.0277,0.0183,7502
2019-12-31,"30252","GA","Atlanta-Sandy Springs-Roswell","Henry County","McDonough",1699,1410,-0.0051,0.0141,0.0232,19333
2019-12-31,"80203","CO","Denver-Aurora-Lakewood","Denver County","Denver",1700,1830,0.0053,0.0008,0.0202,9286
2019-12-31,"75050","TX","Dallas-Fort Worth-Arlington","Dallas County","Grand Prairie",1701,1390,0.0153,0.0168,0.0282,9653
2019-12-31,"92584","CA","Riverside-San Bernardino-Ontario","Riverside County","Menifee",1702,2080,0.0034,0.011,0.0614,16577
2019-12-31,"30019","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Dacula",1703,1590,0.0168,0.0252,0.015,19359
2019-12-31,"60563","IL","Chicago-Naperville-Elgin","DuPage County","Naperville",1704,1580,0.0041,-0.0037,-0.0031,12707
2019-12-31,"85051","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",1705,1280,0.0057,0.0263,0.0626,12895
2019-12-31,"60540","IL","Chicago-Naperville-Elgin","DuPage County","Naperville",1706,1640,0.0008,-0.0125,-0.0037,16685
2019-12-31,"90804","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",1707,2160,-0.0078,0.0094,0.0011,7175
2019-12-31,"80524","CO","Fort Collins","Larimer County","Fort Collins",1708,1750,0,0.0003,0.0345,12811
2019-12-31,"98382","WA","Port Angeles","Clallam County","Sequim",1709,1580,0.0063,0.0327,0.0344,14005
2019-12-31,"38134","TN","Memphis","Shelby County","Memphis",1710,990,0,0.024,0.0394,11137
2019-12-31,"55119","MN","Minneapolis-St. Paul-Bloomington","Ramsey County","Saint Paul",1711,1340,0.0008,-0.0015,0.0098,11891
2019-12-31,"79925","TX","El Paso","El Paso County","El Paso",1712,920,0.0062,0.0235,-0.0082,10310
2019-12-31,"95667","CA","Sacramento--Roseville--Arden-Arcade","El Dorado County","Placerville",1713,1920,0.0044,-0.0138,0.0174,12660
2019-12-31,"72450","AR","Paragould","Greene County","Paragould",1714,750,0.0232,0.0116,-0.0327,6375
2019-12-31,"95127","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",1715,3060,0.0037,-0.0111,-0.0096,14711
2019-12-31,"91016","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Monrovia",1716,2490,-0.0066,0.015,0.018,11258
2019-12-31,"95476","CA","Santa Rosa","Sonoma County","Sonoma",1717,2820,0.0057,0.0088,0.0029,12559
2019-12-31,"95111","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",1718,3100,-0.0013,-0.0104,-0.0008,11492
2019-12-31,"70118","LA","New Orleans-Metairie","Orleans Parish","New Orleans",1719,1460,-0.0001,0.0014,0.0159,11648
2019-12-31,"30165","GA","Rome","Floyd County","Rome",1720,880,-0.0017,-0.0351,0.0386,13913
2019-12-31,"33040","FL","Key West","Monroe County","Key West",1721,3200,0.0122,0.0435,-0.0321,12535
2019-12-31,"95062","CA","Santa Cruz-Watsonville","Santa Cruz County","Santa Cruz",1722,3240,0.0005,-0.0102,0.0041,10759
2019-12-31,"27560","NC","Raleigh","Wake County","Morrisville",1723,1350,-0.0026,-0.026,-0.0187,11999
2019-12-31,"21045","MD","Baltimore-Columbia-Towson","Howard County","Columbia",1724,1920,0.0205,0.0478,0.0736,13873
2019-12-31,"50315","IA","Des Moines-West Des Moines","Polk County","Des Moines",1725,990,-0.0117,-0.0168,-0.0147,12209
2019-12-31,"29461","SC","Charleston-North Charleston","Berkeley County","Moncks Corner",1726,1550,0.0207,0.0493,0.0875,10274
2019-12-31,"12601","NY","New York-Newark-Jersey City","Dutchess County","Town of Poughkeepsie",1727,1560,-0.0052,0.0156,0.0284,11857
2019-12-31,"38116","TN","Memphis","Shelby County","Memphis",1728,900,-0.0095,-0.0068,-0.0129,10091
2019-12-31,"38127","TN","Memphis","Shelby County","Memphis",1729,730,0.0156,0.0635,0.0826,15299
2019-12-31,"95126","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",1730,3070,-0.0095,-0.0175,-0.0017,8479
2019-12-31,"70458","LA","New Orleans-Metairie","Saint Tammany Parish","Slidell",1731,1220,0.0163,0.0189,0.0033,15918
2019-12-31,"80906","CO","Colorado Springs","El Paso County","Colorado Springs",1732,1580,0.0086,0.0209,0.0585,13588
2019-12-31,"07753","NJ","New York-Newark-Jersey City","Monmouth County","Neptune Township",1733,2060,0,0.0027,-0.0016,12777
2019-12-31,"21060","MD","Baltimore-Columbia-Towson","Anne Arundel County","Glen Burnie",1734,1650,0.0165,0.0255,0.012,14138
2019-12-31,"43213","OH","Columbus","Franklin County","Whitehall",1735,1090,-0.0022,0.0041,-0.0075,10434
2019-12-31,"32707","FL","Orlando-Kissimmee-Sanford","Seminole County","Casselberry",1736,1390,-0.0045,-0.0111,-0.0174,13977
2019-12-31,"32811","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",1737,1300,0.0038,0.0245,0.0249,13163
2019-12-31,"45373","OH","Dayton","Miami County","Troy",1738,960,-0.0053,-0.0151,-0.0189,12870
2019-12-31,"76904","TX","San Angelo","Tom Green County","San Angelo",1739,1160,0.0036,-0.0484,-0.1365,12193
2019-12-31,"30152","GA","Atlanta-Sandy Springs-Roswell","Cobb County","Kennesaw",1740,1460,0.0078,0.0122,0.0193,16669
2019-12-31,"94901","CA","San Francisco-Oakland-Hayward","Marin County","San Rafael",1741,3420,-0.0079,-0.0042,-0.0136,10596
2019-12-31,"63701","MO","Cape Girardeau","Cape Girardeau County","Cape Girardeau",1742,900,0.0224,0.0467,0.0418,12135
2019-12-31,"60653","IL","Chicago-Naperville-Elgin","Cook County","Chicago",1743,1620,0.0163,-0.017,0.0133,7183
2019-12-31,"94606","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",1744,2870,-0.0088,0.0054,0.0054,6209
2019-12-31,"78041","TX","Laredo","Webb County","Laredo",1745,1100,-0.0008,-0.0118,-0.025,9998
2019-12-31,"48105","MI","Ann Arbor","Washtenaw County","Ann Arbor",1746,1690,0.0031,-0.0425,-0.0833,10210
2019-12-31,"73170","OK","Oklahoma City","Oklahoma County","Oklahoma City",1747,1120,0.001,-0.0167,-0.0612,15204
2019-12-31,"91913","CA","San Diego-Carlsbad","San Diego County","Chula Vista",1748,2540,0.0051,0.0165,0.0211,16161
2019-12-31,"33428","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Boca Raton",1749,1930,-0.0067,-0.0055,0.0059,17545
2019-12-31,"11743","NY","New York-Newark-Jersey City","Suffolk County","Huntington",1750,2880,0.0107,-0.0209,-0.0031,3033
2019-12-31,"90815","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",1751,2420,-0.0059,-0.0041,0.0216,13923
2019-12-31,"92506","CA","Riverside-San Bernardino-Ontario","Riverside County","Riverside",1752,2230,-0.0042,-0.0038,0.0169,15237
2019-12-31,"55423","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Richfield",1753,1440,0.0143,0.0129,0.0322,12152
2019-12-31,"27530","NC","Goldsboro","Wayne County","Goldsboro",1754,1030,0.0119,0.0235,-0.0222,13843
2019-12-31,"27502","NC","Raleigh","Wake County","Apex",1755,1520,0.0028,-0.0026,0.0183,16817
2019-12-31,"31313","GA","Hinesville","Liberty County","Hinesville",1756,970,0.0097,0.0372,0.0256,17483
2019-12-31,"71203","LA","Monroe","Ouachita Parish","Monroe",1757,860,0.0044,-0.0308,-0.09,5911
2019-12-31,"71854","AR","Texarkana","Miller County","Texarkana",1758,800,0.0075,0.0413,-0.0357,11631
2019-12-31,"89101","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",1759,1210,-0.0094,0.0017,0.1188,7755
2019-12-31,"93455","CA","Santa Maria-Santa Barbara","Santa Barbara County","Santa Maria",1760,2110,0.0004,0.0191,0.0698,15376
2019-12-31,"83706","ID","Boise City","Ada County","Boise",1761,1430,-0.0052,0.0004,0.0652,12077
2019-12-31,"75154","TX","Dallas-Fort Worth-Arlington","Ellis County","Red Oak",1762,1540,0.0114,0.011,0.1487,14207
2019-12-31,"34232","FL","North Port-Sarasota-Bradenton","Sarasota County","Sarasota",1763,1630,0.0244,0.0174,0.0014,16680
2019-12-31,"08094","NJ","Philadelphia-Camden-Wilmington","Gloucester County","Monroe Township",1764,1530,0.0197,0.0245,0.0107,13277
2019-12-31,"28208","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",1765,1230,-0.006,0.0211,0.0557,12578
2019-12-31,"89128","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",1766,1360,-0.0004,0.0179,0.0471,17049
2019-12-31,"31405","GA","Savannah","Chatham County","Savannah",1767,1290,0.006,-0.01,0.0329,12471
2019-12-31,"49203","MI","Jackson","Jackson County","Jackson",1768,830,0.0079,0.0442,0.063,2120
2019-12-31,"97224","OR","Portland-Vancouver-Hillsboro","Washington County","Tigard",1769,1600,-0.0014,0.0042,0.0166,11039
2019-12-31,"73112","OK","Oklahoma City","Oklahoma County","Oklahoma City",1770,960,-0.003,-0.005,-0.015,11993
2019-12-31,"61704","IL","Bloomington","McLean County","Bloomington",1771,880,-0.013,-0.0111,-0.0305,1437
2019-12-31,"84020","UT","Salt Lake City","Salt Lake County","Draper",1772,1700,-0.0064,-0.0071,0.0247,17042
2019-12-31,"30305","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",1773,2230,0.011,0.0313,0.1108,15169
2019-12-31,"49221","MI","Adrian","Lenawee County","Adrian",1774,850,-0.0034,-0.0222,-0.0254,11183
2019-12-31,"58078","ND","Fargo","Cass County","West Fargo",1775,970,-0.0091,-0.0235,-0.092,2068
2019-12-31,"33880","FL","Lakeland-Winter Haven","Polk County","Winter Haven",1776,1120,-0.0078,0.0385,0.0614,12401
2019-12-31,"33573","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Sun City Center",1777,1480,0.0062,0.0448,0.0526,19078
2019-12-31,"33611","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",1778,1600,0.0075,0.0091,0.043,15609
2019-12-31,"74136","OK","Tulsa","Tulsa County","Tulsa",1779,930,-0.0013,0.0083,-0.0054,8876
2019-12-31,"46219","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",1780,890,0.0004,0.0329,-0.0011,13003
2019-12-31,"49508","MI","Grand Rapids-Wyoming","Kent County","Kentwood",1781,1410,0.0056,0.046,0.0794,11297
2019-12-31,"95926","CA","Chico","Butte County","Chico",1782,1750,-0.0073,0.0005,0.1396,9870
2019-12-31,"07307","NJ","New York-Newark-Jersey City","Hudson County","Jersey City",1783,2150,-0.0011,0.0302,0.06,4839
2019-12-31,"12401","NY","Kingston","Ulster County","Kingston",1784,1510,0.0011,0.0081,-0.0253,11913
2019-12-31,"19966","DE","Salisbury","Sussex County","Millsboro",1785,1490,0.0164,-0.0131,0.0304,9430
2019-12-31,"19082","PA","Philadelphia-Camden-Wilmington","Delaware County","Upper Darby Township",1786,1170,0.0167,0.0008,0.0603,12052
2019-12-31,"89015","NV","Las Vegas-Henderson-Paradise","Clark County","Henderson",1787,1350,0.009,0.0285,0.0701,14372
2019-12-31,"28092","NC","Charlotte-Concord-Gastonia","Lincoln County","Lincolnton",1788,1140,-0.0175,0.0162,0.0204,12396
2019-12-31,"27704","NC","Durham-Chapel Hill","Durham County","Durham",1789,1280,0.0015,0.0025,0.0651,12416
2019-12-31,"08902","NJ","New York-Newark-Jersey City","Middlesex County","North Brunswick Township",1790,1860,-0.0034,-0.01,-0.0274,11704
2019-12-31,"94040","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Mountain View",1791,3970,-0.0055,-0.0133,0.0357,10138
2019-12-31,"76210","TX","Dallas-Fort Worth-Arlington","Denton County","Denton",1792,1570,0.001,-0.0071,-0.0153,14311
2019-12-31,"37207","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",1793,1520,0.0047,0.0186,0.0025,12919
2019-12-31,"64804","MO","Joplin","Jasper County","Joplin",1794,940,0.0065,0.058,0.1159,14234
2019-12-31,"30084","GA","Atlanta-Sandy Springs-Roswell","Dekalb County","Tucker",1795,1350,0.0004,0.0106,0.0438,14247
2019-12-31,"80126","CO","Denver-Aurora-Lakewood","Douglas County","Highlands Ranch",1796,2200,-0.0065,-0.002,0.0199,15416
2019-12-31,"10026","NY","New York-Newark-Jersey City","New York County","New York",1797,3000,-0.0118,-0.0129,0.0252,5301
2019-12-31,"85033","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",1798,1230,0.0016,0.02,0.0737,14868
2019-12-31,"19958","DE","Salisbury","Sussex County","Lewes",1799,1610,0.0103,-0.0574,0.0097,13032
2019-12-31,"23111","VA","Richmond","Hanover County","Mechanicsville",1800,1460,-0.0177,-0.0027,-0.056,14610
2019-12-31,"60090","IL","Chicago-Naperville-Elgin","Cook County","Wheeling",1801,1510,0.0033,-0.007,0.0566,14130
2019-12-31,"43147","OH","Columbus","Fairfield County","Pickerington",1802,1510,0.0086,0.0475,0.0631,14485
2019-12-31,"78217","TX","San Antonio-New Braunfels","Bexar County","San Antonio",1803,1200,0.0065,0.0178,-0.0015,9609
2019-12-31,"34983","FL","Port St. Lucie","Saint Lucie County","Port Saint Lucie",1804,1510,-0.0055,-0.0003,0.0084,17365
2019-12-31,"78413","TX","Corpus Christi","Nueces County","Corpus Christi",1805,1410,-0.001,-0.0153,-0.0021,11797
2019-12-31,"32304","FL","Tallahassee","Leon County","Tallahassee",1806,930,0.006,0.0187,0.0136,8401
2019-12-31,"33016","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Hialeah",1807,1580,-0.007,0.0025,-0.0096,15680
2019-12-31,"07105","NJ","New York-Newark-Jersey City","Essex County","Newark",1808,1820,-0.0005,0.0114,0.0769,5773
2019-12-31,"98584","WA","Shelton","Mason County","Shelton",1809,1370,0.0065,0.0188,0.0609,11769
2019-12-31,"94608","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",1810,2880,-0.0098,-0.0401,-0.0124,10890
2019-12-31,"48227","MI","Detroit-Warren-Dearborn","Wayne County","Detroit",1811,800,0.0069,0.0342,0.0312,18665
2019-12-31,"40220","KY","Louisville/Jefferson County","Jefferson County","Louisville",1812,1210,0.0025,-0.0041,0.0157,11624
2019-12-31,"02139","MA","Boston-Cambridge-Newton","Middlesex County","Cambridge",1813,2830,-0.0098,-0.056,0.0173,10552
2019-12-31,"72712","AR","Fayetteville-Springdale-Rogers","Benton County","Bentonville",1814,1140,0.001,-0.0044,0.0077,12394
2019-12-31,"70122","LA","New Orleans-Metairie","Orleans Parish","New Orleans",1815,1230,-0.004,-0.0462,-0.0602,12773
2019-12-31,"85120","AZ","Phoenix-Mesa-Scottsdale","Pinal County","Apache Junction",1816,1380,0.0028,0.0415,0.1144,6807
2019-12-31,"59701","MT","Butte-Silver Bow","Silver Bow County","Butte",1817,910,-0.0201,-0.024,-0.0459,12862
2019-12-31,"46224","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",1818,880,0.0131,0.0127,0.0263,7904
2019-12-31,"61201","IL","Davenport-Moline-Rock Island","Rock Island County","Rock Island",1819,870,0.0027,0.023,-0.0027,13330
2019-12-31,"44512","OH","Youngstown-Warren-Boardman","Mahoning County","Boardman",1820,760,0.0133,0.0253,-0.0262,13040
2019-12-31,"64133","MO","Kansas City","Jackson County","Raytown",1821,940,0.0009,0.0278,0.0136,13526
2019-12-31,"87144","NM","Albuquerque","Sandoval County","Rio Rancho",1822,1290,-0.0037,0.0092,0.0487,18790
2019-12-31,"36330","AL","Enterprise","Coffee County","Enterprise",1823,950,0.0021,0.0246,0.0131,15934
2019-12-31,"92025","CA","San Diego-Carlsbad","San Diego County","Escondido",1824,2430,-0.0041,-0.0041,0.0784,9987
2019-12-31,"30102","GA","Atlanta-Sandy Springs-Roswell","Cobb County","Acworth",1825,1460,0.0087,0.0328,0.0545,14954
2019-12-31,"08360","NJ","Vineland-Bridgeton","Cumberland County","Vineland",1826,1310,0.0051,0.0275,0.0565,11631
2019-12-31,"93534","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Lancaster",1827,1860,-0.0008,-0.002,0.054,10452
2019-12-31,"77338","TX","Houston-The Woodlands-Sugar Land","Harris County","Humble",1828,1290,0.0082,0.0046,-0.0114,12440
2019-12-31,"32547","FL","Crestview-Fort Walton Beach-Destin","Okaloosa County","Fort Walton Beach",1829,1310,0.0057,0.0331,0.0967,12240
2019-12-31,"32127","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County","Port Orange",1830,1640,0.0044,-0.0016,0.0046,13873
2019-12-31,"87505","NM","Santa Fe","Santa Fe County","Santa Fe",1831,1890,-0.0173,-0.0154,0.0447,14238
2019-12-31,"97222","OR","Portland-Vancouver-Hillsboro","Clackamas County","Milwaukie",1832,1630,0.004,0.0395,0.0966,10618
