"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-12-31,"85021","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",1448,1470,0.0095,0.0329,0.0711,9613
2019-12-31,"08817","NJ","New York-Newark-Jersey City","Middlesex County","Edison",1449,1750,-0.0011,-0.0051,-0.0078,12074
2019-12-31,"90703","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Cerritos",1450,2630,0.0007,0.0011,0.0056,16525
2019-12-31,"23228","VA","Richmond","Henrico County","Henrico",1451,1340,0.0182,0.0323,0.0341,15295
2019-12-31,"49504","MI","Grand Rapids-Wyoming","Kent County","Grand Rapids",1452,1330,0.0117,0.0562,0.0388,14318
2019-12-31,"49442","MI","Muskegon","Muskegon County","Muskegon",1453,790,-0.011,0.0362,0.0229,9500
2019-12-31,"75165","TX","Dallas-Fort Worth-Arlington","Ellis County","Waxahachie",1454,1490,0.0294,0.0284,0.0176,15378
2019-12-31,"60505","IL","Chicago-Naperville-Elgin","Kane County","Aurora",1455,1310,0.0012,0.0136,0.0033,14305
2019-12-31,"17543","PA","Lancaster","Lancaster County","Warwick Township",1456,1230,-0.0055,0.0066,0.0162,15891
2019-12-31,"19121","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",1457,1460,0.012,0.0288,0.0542,14032
2019-12-31,"90057","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",1458,2540,0.0137,0.0063,0.0369,1654
2019-12-31,"10459","NY","New York-Newark-Jersey City","Bronx County","New York",1459,1820,0.0018,-0.0044,0.0135,2936
2019-12-31,"44109","OH","Cleveland-Elyria","Cuyahoga County","Cleveland",1460,810,0.0128,0.0319,0.0144,13705
2019-12-31,"97030","OR","Portland-Vancouver-Hillsboro","Multnomah County","Gresham",1461,1570,0.0129,0.0747,0.0661,10434
2019-12-31,"02127","MA","Boston-Cambridge-Newton","Suffolk County","Boston",1462,3110,0.018,-0.0141,0.0501,17862
2019-12-31,"32712","FL","Orlando-Kissimmee-Sanford","Orange County","Apopka",1463,1450,-0.002,0.0133,0.0166,17589
2019-12-31,"30120","GA","Atlanta-Sandy Springs-Roswell","Bartow County","Cartersville",1464,1160,-0.0007,0.0205,0.0683,15094
2019-12-31,"24401","VA","Staunton-Waynesboro","Staunton City","Staunton",1465,1210,0.0092,0.0334,0.0586,12510
2019-12-31,"97219","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",1466,1830,0.0288,0.0624,0.0771,17047
2019-12-31,"33417","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Century Village",1467,1460,0.0061,0.0126,0.0147,18131
2019-12-31,"54701","WI","Eau Claire","Eau Claire County","Eau Claire",1468,1050,0.0004,0.0347,-0.0342,8977
2019-12-31,"10001","NY","New York-Newark-Jersey City","New York County","New York",1469,3720,0.0045,-0.0108,0.0165,9870
2019-12-31,"32526","FL","Pensacola-Ferry Pass-Brent","Escambia County","Pensacola",1470,1070,0.0104,0.0394,0.0831,15114
2019-12-31,"84770","UT","St. George","Washington County","Saint George",1471,1500,0.0066,0.0317,0.0094,18851
2019-12-31,"98092","WA","Seattle-Tacoma-Bellevue","King County","Auburn",1472,1920,0.0076,0.0056,0.0136,14747
2019-12-31,"77004","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",1473,1620,-0.006,0.0183,0.011,12396
2019-12-31,"72758","AR","Fayetteville-Springdale-Rogers","Benton County","Rogers",1474,1130,-0.01,-0.0357,-0.0335,11678
2019-12-31,"34231","FL","North Port-Sarasota-Bradenton","Sarasota County","Sarasota",1475,1800,0.0091,0.0252,0.0195,17302
2019-12-31,"33177","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","South Miami Heights",1476,1780,-0.0112,-0.0212,-0.013,18275
2019-12-31,"94066","CA","San Francisco-Oakland-Hayward","San Mateo County","San Bruno",1477,3280,-0.0126,-0.0097,0.0279,13776
2019-12-31,"41017","KY","Cincinnati","Kenton County","Edgewood",1478,1280,0.0286,0.0092,0.0648,10525
2019-12-31,"29577","SC","Myrtle Beach-Conway-North Myrtle Beach","Horry County","Myrtle Beach",1479,1250,-0.0048,0.0214,0.0241,29537
2019-12-31,"60462","IL","Chicago-Naperville-Elgin","Cook County","Orland Park",1480,1620,-0.0215,-0.0033,0.009,17232
2019-12-31,"80022","CO","Denver-Aurora-Lakewood","Adams County","Commerce City",1481,1680,0.0043,0.0152,0.0193,15943
2019-12-31,"40291","KY","Louisville/Jefferson County","Jefferson County","Louisville",1482,1130,-0.002,-0.0057,-0.0105,13445
2019-12-31,"17050","PA","Harrisburg-Carlisle","Cumberland County","Hampden Township",1483,1390,-0.0121,-0.0336,-0.0029,16001
2019-12-31,"92009","CA","San Diego-Carlsbad","San Diego County","Carlsbad",1484,2920,-0.0104,-0.001,0.0272,16865
2019-12-31,"95376","CA","Stockton-Lodi","San Joaquin County","Tracy",1485,1900,-0.0096,-0.0007,0.0123,14884
2019-12-31,"79423","TX","Lubbock","Lubbock County","Lubbock",1486,1120,0.002,0.0175,0.003,14978
2019-12-31,"78227","TX","San Antonio-New Braunfels","Bexar County","San Antonio",1487,1000,-0.0232,-0.0163,-0.0278,11712
2019-12-31,"85202","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",1488,1400,0.0147,0.0366,0.0715,12795
2019-12-31,"84119","UT","Salt Lake City","Salt Lake County","West Valley City",1489,1350,-0.0039,0.0007,0.0358,13227
2019-12-31,"92672","CA","Los Angeles-Long Beach-Anaheim","Orange County","San Clemente",1490,3090,0.0092,0.0104,0.0235,14972
2019-12-31,"78744","TX","Austin-Round Rock","Travis County","Austin",1491,1500,0.0021,0.0081,0.0502,12244
2019-12-31,"85712","AZ","Tucson","Pima County","Tucson",1492,1210,0.0094,0.0186,0.0493,10549
2019-12-31,"55117","MN","Minneapolis-St. Paul-Bloomington","Ramsey County","Saint Paul",1493,1290,0,-0.0077,0.0108,11649
2019-12-31,"91745","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Hacienda Heights",1494,2430,-0.0049,0.0127,0.036,16194
2019-12-31,"21701","MD","Washington-Arlington-Alexandria","Frederick County","Frederick",1495,1720,0.0176,0.0461,0.0484,14995
2019-12-31,"30039","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Snellville",1496,1380,-0.0123,-0.0098,-0.0286,18747
2019-12-31,"85296","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Gilbert",1497,1600,0.0056,0.0252,0.0418,17466
2019-12-31,"94601","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",1498,2690,0.0029,0.0065,-0.0035,8893
2019-12-31,"60645","IL","Chicago-Naperville-Elgin","Cook County","Chicago",1499,1560,-0.0022,-0.0163,-0.0046,12250
2019-12-31,"92054","CA","San Diego-Carlsbad","San Diego County","Oceanside",1500,2580,-0.0183,-0.0147,0.0345,11815
2019-12-31,"60654","IL","Chicago-Naperville-Elgin","Cook County","Chicago",1501,2210,-0.0094,0.0003,0.019,22416
2019-12-31,"30680","GA","Atlanta-Sandy Springs-Roswell","Barrow County","Winder",1502,1270,0.0055,0.009,0.0244,16838
2019-12-31,"33196","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","The Hammocks",1503,1750,-0.003,0.004,-0.0086,21796
2019-12-31,"20747","MD","Washington-Arlington-Alexandria","Prince Georges County","District Heights",1504,1610,0.0002,0.0117,0.0097,11720
2019-12-31,"33461","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Palm Springs",1505,1490,0.0084,0.0086,0.0079,14652
2019-12-31,"08234","NJ","Atlantic City-Hammonton","Atlantic County","Egg Harbor Township",1506,1240,-0.0262,-0.0038,-0.0124,15982
2019-12-31,"19701","DE","Philadelphia-Camden-Wilmington","New Castle County","Bear",1507,1450,0.0083,0.02,0.0757,13362
2019-12-31,"46901","IN","Kokomo","Howard County","Kokomo",1508,760,-0.0107,0.0325,0.0245,14659
2019-12-31,"06790","CT","Torrington","Litchfield County","Torrington",1509,1070,-0.0058,-0.0317,-0.0131,27107
2019-12-31,"94610","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",1510,3020,-0.0204,-0.0319,0.0048,8148
2019-12-31,"01902","MA","Boston-Cambridge-Newton","Essex County","Lynn",1511,1920,-0.0144,0.0184,0.0731,8909
2019-12-31,"60067","IL","Chicago-Naperville-Elgin","Cook County","Palatine",1512,1630,-0.0124,-0.0281,-0.0262,17623
2019-12-31,"19130","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",1513,1780,0.0025,-0.0056,0.0033,14368
2019-12-31,"50266","IA","Des Moines-West Des Moines","Polk County","West Des Moines",1514,1300,-0.0048,0.007,-0.0009,13508
2019-12-31,"46902","IN","Kokomo","Howard County","Kokomo",1515,770,-0.0013,0.0276,0.0266,13747
2019-12-31,"93117","CA","Santa Maria-Santa Barbara","Santa Barbara County","Goleta",1516,3610,-0.0005,0.0095,0.0413,8954
2019-12-31,"19808","DE","Philadelphia-Camden-Wilmington","New Castle County","Wilmington",1517,1360,0.019,0.0417,0.0262,14506
2019-12-31,"94025","CA","San Francisco-Oakland-Hayward","San Mateo County","Menlo Park",1518,4130,-0.013,-0.046,-0.0483,12932
2019-12-31,"19709","DE","Philadelphia-Camden-Wilmington","New Castle County","Middletown",1519,1320,0.0114,0.0401,-0.0363,16030
2019-12-31,"89509","NV","Reno","Washoe County","Reno",1520,1690,0.001,0.0242,0.0295,13604
2019-12-31,"76107","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",1521,1490,0.0011,-0.0019,0.0406,15453
2019-12-31,"77080","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",1522,1430,0.0204,0.0161,0.0251,10084
2019-12-31,"15235","PA","Pittsburgh","Allegheny County","Penn Hills",1523,1000,0.0056,0.0258,0.0374,15146
2019-12-31,"92688","CA","Los Angeles-Long Beach-Anaheim","Orange County","Rancho Santa Margarita",1524,2700,0.004,0.0055,0.0082,15661
2019-12-31,"72756","AR","Fayetteville-Springdale-Rogers","Benton County","Rogers",1525,1100,-0.0029,0.0044,0.0046,6461
2019-12-31,"18042","PA","Allentown-Bethlehem-Easton","Northampton County","Easton",1526,1280,0.0013,0.0189,0.0201,14193
2019-12-31,"02149","MA","Boston-Cambridge-Newton","Middlesex County","Everett",1527,2330,-0.0114,-0.0363,0.0061,9588
2019-12-31,"28054","NC","Charlotte-Concord-Gastonia","Gaston County","Gastonia",1528,1070,0.0006,0.0128,0.0216,12554
2019-12-31,"27127","NC","Winston-Salem","Forsyth County","Winston-Salem",1529,1030,0.0145,0.0454,0.0907,15205
2019-12-31,"27320","NC","Greensboro-High Point","Rockingham County","Reidsville",1530,710,0.0082,0.0392,0.0281,13108
2019-12-31,"78207","TX","San Antonio-New Braunfels","Bexar County","San Antonio",1531,980,-0.0253,-0.0266,0.0059,12668
2019-12-31,"33917","FL","Cape Coral-Fort Myers","Lee County","North Fort Myers",1532,1410,0.0041,0.0216,-0.0266,9974
2019-12-31,"32507","FL","Pensacola-Ferry Pass-Brent","Escambia County","Pensacola",1533,1400,-0.0018,0.0419,0.1017,17371
2019-12-31,"33484","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Delray Beach",1534,1760,0.0063,0.0558,0.0468,19349
2019-12-31,"90660","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Pico Rivera",1535,2360,-0.0003,0.0152,0.021,14364
2019-12-31,"14701","NY","Jamestown-Dunkirk-Fredonia","Chautauqua County","Jamestown",1536,720,-0.0173,-0.0029,-0.0004,14662
2019-12-31,"85249","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",1537,1650,0.0091,0.0386,0.0296,17883
2019-12-31,"31909","GA","Columbus","Muscogee County","Columbus",1538,910,0.0021,0.0279,0.0262,11336
2019-12-31,"72703","AR","Fayetteville-Springdale-Rogers","Washington County","Fayetteville",1539,1110,0.0167,0.033,0.0491,11138
2019-12-31,"27909","NC","Elizabeth City","Pasquotank County","Elizabeth City",1540,970,0.0169,0.0501,0.0724,16516
2019-12-31,"72076","AR","Little Rock-North Little Rock-Conway","Pulaski County","Jacksonville",1541,700,0.0105,0.0183,-0.0125,11939
2019-12-31,"55379","MN","Minneapolis-St. Paul-Bloomington","Scott County","Shakopee",1542,1660,0.0115,0.0022,0.0496,14889
2019-12-31,"28212","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",1543,1280,0.0217,0.0413,0.0408,9430
2019-12-31,"12603","NY","New York-Newark-Jersey City","Dutchess County","Town of Poughkeepsie",1544,1690,0.0017,0.0004,-0.0036,15973
2019-12-31,"30115","GA","Atlanta-Sandy Springs-Roswell","Cherokee County","Canton",1545,1480,0.0078,0.0299,0.0165,18540
2019-12-31,"32955","FL","Palm Bay-Melbourne-Titusville","Brevard County","Rockledge",1546,1420,-0.0052,-0.0083,0.0013,17311
2019-12-31,"60651","IL","Chicago-Naperville-Elgin","Cook County","Chicago",1547,1410,0.0062,-0.0124,-0.0041,8381
2019-12-31,"70808","LA","Baton Rouge","East Baton Rouge Parish","Baton Rouge",1548,1260,0.0188,0.0237,0.0077,4647
2019-12-31,"07726","NJ","New York-Newark-Jersey City","Monmouth County","Manalapan Township",1549,2070,0.0226,0.0115,0.0135,16998
2019-12-31,"78526","TX","Brownsville-Harlingen","Cameron County","Brownsville",1550,950,0.0199,0.0328,0.0433,15000
2019-12-31,"44122","OH","Cleveland-Elyria","Cuyahoga County","Shaker Heights",1551,1190,-0.0029,-0.0098,0.0028,13249
2019-12-31,"95023","CA","San Jose-Sunnyvale-Santa Clara","San Benito County","Hollister",1552,2260,0.0044,-0.0109,-0.0257,9365
2019-12-31,"33410","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Palm Beach Gardens",1553,1820,-0.0125,0.0137,0.0045,16472
2019-12-31,"79707","TX","Midland","Midland County","Midland",1554,1860,-0.0152,-0.0836,-0.0902,11500
2019-12-31,"46037","IN","Indianapolis-Carmel-Anderson","Hamilton County","Fishers",1555,1520,0.0004,0.0014,0.0164,16325
2019-12-31,"21236","MD","Baltimore-Columbia-Towson","Baltimore County","Nottingham",1556,1510,0.0048,0.0002,-0.0027,13284
2019-12-31,"34207","FL","North Port-Sarasota-Bradenton","Manatee County","Bradenton",1557,1360,0.008,0.0417,0.0422,11332
2019-12-31,"92833","CA","Los Angeles-Long Beach-Anaheim","Orange County","Fullerton",1558,2590,0.0021,0.0092,0.0253,14060
2019-12-31,"92064","CA","San Diego-Carlsbad","San Diego County","Poway",1559,2560,-0.0056,0.0049,0.0281,14231
2019-12-31,"27030","NC","Mount Airy","Surry County","Mount Airy",1560,1090,0.0006,0.0013,0.0092,12311
2019-12-31,"33032","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Princeton",1561,1730,0.0061,0.0173,0.0211,17740
2019-12-31,"43017","OH","Columbus","Franklin County","Dublin",1562,1770,0.0295,0.015,-0.0028,13502
2019-12-31,"78006","TX","San Antonio-New Braunfels","Kendall County","Boerne",1563,1750,-0.0059,0.0483,0.0902,13443
2019-12-31,"76522","TX","Killeen-Temple","Coryell County","Copperas Cove",1564,850,-0.0128,-0.0016,0.0506,14577
2019-12-31,"28115","NC","Charlotte-Concord-Gastonia","Iredell County","Mooresville",1565,1230,-0.0046,0.032,0.062,15157
2019-12-31,"92127","CA","San Diego-Carlsbad","San Diego County","San Diego",1566,2690,-0.003,0.0061,0.0414,16368
2019-12-31,"95825","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Arden-Arcade",1567,1690,0.0015,0.0092,0.0449,7118
2019-12-31,"77498","TX","Houston-The Woodlands-Sugar Land","Fort Bend County","Sugar Land",1568,1690,0.0049,0.0195,0.0008,15235
2019-12-31,"87031","NM","Albuquerque","Valencia County","Los Lunas",1569,1070,-0.0053,0.0446,-0.0109,12543
2019-12-31,"33445","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Delray Beach",1570,1830,0.0088,0.0457,0.0426,18014
2019-12-31,"53221","WI","Milwaukee-Waukesha-West Allis","Milwaukee County","Milwaukee",1571,1060,-0.0009,0.0192,0.0584,7547
2019-12-31,"55406","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",1572,1470,0.0028,-0.0296,-0.0211,12453
2019-12-31,"27292","NC","Winston-Salem","Davidson County","Lexington",1573,910,-0.0077,0.0166,0.012,13674
2019-12-31,"78852","TX","Eagle Pass","Maverick County","Eagle Pass",1574,980,-0.0012,-0.0469,-0.1278,9585
2019-12-31,"49441","MI","Muskegon","Muskegon County","Norton Shores",1575,870,-0.0075,-0.0161,0.0122,12045
2019-12-31,"19805","DE","Philadelphia-Camden-Wilmington","New Castle County","Wilmington",1576,1220,-0.0081,0.029,0.0177,13887
2019-12-31,"11435","NY","New York-Newark-Jersey City","Queens County","New York",1577,2020,0.0076,0.024,-0.0016,14981
2019-12-31,"64055","MO","Kansas City","Jackson County","Independence",1578,960,0.0108,0.033,0.0161,13707
2019-12-31,"76513","TX","Killeen-Temple","Bell County","Belton",1579,1050,0.0054,0.0126,0.0428,11127
2019-12-31,"01420","MA","Worcester","Worcester County","Fitchburg",1580,1310,-0.0077,-0.0099,0.025,11464
2019-12-31,"48430","MI","Flint","Genesee County","Fenton",1581,1230,-0.014,-0.0246,-0.0571,15545
2019-12-31,"28304","NC","Fayetteville","Cumberland County","Fayetteville",1582,860,0.0068,0.037,0.0016,14852
2019-12-31,"82001","WY","Cheyenne","Laramie County","Cheyenne",1583,1240,0.0077,0.0519,0.0875,13775
2019-12-31,"97303","OR","Salem","Marion County","Keizer",1584,1540,0.0015,0.032,0.0481,11326
2019-12-31,"33881","FL","Lakeland-Winter Haven","Polk County","Winter Haven",1585,1140,0.0199,0.0539,0.0797,12082
2019-12-31,"21093","MD","Baltimore-Columbia-Towson","Baltimore County","Lutherville Timonium",1586,1810,0.0051,0.0233,-0.0077,13973
2019-12-31,"30126","GA","Atlanta-Sandy Springs-Roswell","Cobb County","Mableton",1587,1290,0.002,0.027,0.0467,17105
2019-12-31,"40219","KY","Louisville/Jefferson County","Jefferson County","Louisville",1588,1070,0.0178,0.0296,0.0065,10780
2019-12-31,"28803","NC","Asheville","Buncombe County","Asheville",1589,1510,0.0081,0.0155,0.0149,12036
2019-12-31,"85286","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",1590,1590,-0.0059,0.0169,0.0149,15594
2019-12-31,"53051","WI","Milwaukee-Waukesha-West Allis","Waukesha County","Menomonee Falls",1591,1630,0.0006,0.0103,0.0053,12821
2019-12-31,"91765","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Diamond Bar",1592,2350,-0.0004,0.0287,0.0434,16962
2019-12-31,"18017","PA","Allentown-Bethlehem-Easton","Northampton County","Bethlehem",1593,1390,-0.0069,-0.0002,-0.0117,13059
2019-12-31,"98058","WA","Seattle-Tacoma-Bellevue","King County","Renton",1594,1820,0.0064,0.0129,0.0219,14860
2019-12-31,"78412","TX","Corpus Christi","Nueces County","Corpus Christi",1595,1300,-0.0187,-0.0294,-0.0113,10690
2019-12-31,"85027","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",1596,1370,-0.0047,0.0321,0.0706,13657
2019-12-31,"35216","AL","Birmingham-Hoover","Jefferson County","Vestavia Hills",1597,1310,-0.0015,-0.0074,0.0229,11003
2019-12-31,"92544","CA","Riverside-San Bernardino-Ontario","Riverside County","Hemet",1598,1670,-0.0052,0.0122,0.057,12431
2019-12-31,"29203","SC","Columbia","Richland County","Columbia",1599,840,-0.003,0.0058,-0.0468,13623
2019-12-31,"77901","TX","Victoria","Victoria County","Victoria",1600,1160,-0.0054,0.0009,-0.0251,12300
2019-12-31,"22801","VA","Harrisonburg","Harrisonburg City","Harrisonburg",1601,1230,0.007,0.0043,-0.0121,10843
2019-12-31,"61820","IL","Champaign-Urbana","Champaign County","Champaign",1602,1000,0.0272,0.0571,0.0074,4524
2019-12-31,"34761","FL","Orlando-Kissimmee-Sanford","Orange County","Ocoee",1603,1400,-0.0262,0.0037,0.0244,15909
2019-12-31,"55110","MN","Minneapolis-St. Paul-Bloomington","Ramsey County","White Bear Lake",1604,1480,-0.0038,-0.0019,0.0181,14530
2019-12-31,"93711","CA","Fresno","Fresno County","Fresno",1605,1720,0.0011,0.0265,0.0436,13270
2019-12-31,"98223","WA","Seattle-Tacoma-Bellevue","Snohomish County","Arlington",1606,1760,-0.0017,-0.0282,0.0015,13870
2019-12-31,"19401","PA","Philadelphia-Camden-Wilmington","Montgomery County","Norristown",1607,1480,0.0053,0.0165,0.0499,13352
2019-12-31,"94521","CA","San Francisco-Oakland-Hayward","Contra Costa County","Concord",1608,2780,-0.0148,-0.0223,0.0058,29370
2019-12-31,"32724","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County","Deland",1609,1300,0.0124,0.0221,0.035,14060
2019-12-31,"32714","FL","Orlando-Kissimmee-Sanford","Seminole County","Altamonte Springs",1610,1290,-0.0021,0.0004,-0.0077,15397
2019-12-31,"10977","NY","New York-Newark-Jersey City","Rockland County","Ramapo",1611,2380,-0.0037,0.0096,0.0598,10931
2019-12-31,"15221","PA","Pittsburgh","Allegheny County","Wilkinsburg",1612,990,0.0006,0.0034,0.0229,12038
2019-12-31,"60188","IL","Chicago-Naperville-Elgin","DuPage County","Carol Stream",1613,1590,0.0018,0.0085,0.0087,11819
2019-12-31,"27295","NC","Winston-Salem","Davidson County","Lexington",1614,910,-0.0078,0.0103,-0.0009,12560
2019-12-31,"97477","OR","Eugene","Lane County","Springfield",1615,1300,0.0078,0.0188,0.0501,10883
2019-12-31,"28273","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",1616,1380,0.0108,0.0188,0.0218,13821
2019-12-31,"01085","MA","Springfield","Hampden County","Westfield",1617,1250,0.0117,-0.0177,0.0142,12444
2019-12-31,"17042","PA","Lebanon","Lebanon County","Lebanon",1618,1060,0.0102,0.009,0.0255,14192
2019-12-31,"85716","AZ","Tucson","Pima County","Tucson",1619,1190,0.0059,0.0084,0.0416,11423
2019-12-31,"33610","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",1620,1220,0.0001,0.0195,0.0302,11792
2019-12-31,"98036","WA","Seattle-Tacoma-Bellevue","Snohomish County","Lynnwood",1621,1970,-0.0146,-0.0291,-0.0036,12817
2019-12-31,"43065","OH","Columbus","Delaware County","Powell",1622,1730,0.0079,-0.0126,-0.0102,16479
2019-12-31,"50023","IA","Des Moines-West Des Moines","Polk County","Ankeny",1623,1190,-0.0038,-0.0002,-0.0176,14811
2019-12-31,"45342","OH","Dayton","Montgomery County","Miamisburg",1624,940,0.0043,0.0374,0.0512,11953
2019-12-31,"33131","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami",1625,2220,-0.012,-0.0106,-0.0386,31604
2019-12-31,"60477","IL","Chicago-Naperville-Elgin","Cook County","Tinley Park",1626,1570,0.0074,-0.0002,0.011,16320
2019-12-31,"39047","MS","Jackson","Rankin County","Brandon",1627,1260,0.0032,-0.0135,0.0075,15151
2019-12-31,"49503","MI","Grand Rapids-Wyoming","Kent County","Grand Rapids",1628,1400,0.0111,0.0268,0.0745,11770
2019-12-31,"92660","CA","Los Angeles-Long Beach-Anaheim","Orange County","Newport Beach",1629,3710,-0.0005,0.0104,0.0256,13330
2019-12-31,"92040","CA","San Diego-Carlsbad","San Diego County","Lakeside",1630,2290,-0.0115,0.0051,0.0568,11113
2019-12-31,"07036","NJ","New York-Newark-Jersey City","Union County","Linden",1631,1790,0.0005,0.014,0.0246,11197
2019-12-31,"85704","AZ","Tucson","Pima County","Tucson",1632,1410,0.0063,0.0258,0.0604,11509
2019-12-31,"22901","VA","Charlottesville","Albemarle County","Charlottesville",1633,1510,0.0053,0.0167,0.0117,14412
2019-12-31,"85635","AZ","Sierra Vista-Douglas","Cochise County","Sierra Vista",1634,1000,0.0033,0.0654,0.096,12265
2019-12-31,"70605","LA","Lake Charles","Calcasieu Parish","Lake Charles",1635,1240,-0.0103,-0.0577,-0.1694,1678
2019-12-31,"70560","LA","Lafayette","Iberia Parish","New Iberia",1636,780,-0.018,-0.0565,-0.0731,1058
2019-12-31,"42420","KY","Evansville","Henderson County","Henderson",1637,860,0.0112,0.0376,0.0191,12203
2019-12-31,"90275","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Rancho Palos Verdes",1638,3440,-0.019,-0.0031,-0.0401,16427
2019-12-31,"30134","GA","Atlanta-Sandy Springs-Roswell","Douglas County","Douglasville",1639,1270,0.0101,0.0643,0.0707,16535
2019-12-31,"30038","GA","Atlanta-Sandy Springs-Roswell","Dekalb County","Lithonia",1640,1200,0.0115,0.035,0.0798,16113
2019-12-31,"95240","CA","Stockton-Lodi","San Joaquin County","Lodi",1641,1680,0.0057,0.0286,0.0522,11538
2019-12-31,"78574","TX","McAllen-Edinburg-Mission","Hidalgo County","Mission",1642,790,-0.0169,-0.0172,-0.0146,13138
2019-12-31,"30132","GA","Atlanta-Sandy Springs-Roswell","Paulding County","Dallas",1643,1370,-0.0049,0.0189,0.0338,16087
2019-12-31,"20032","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",1644,1700,-0.019,-0.024,-0.1067,5761
2019-12-31,"85226","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",1645,1440,-0.0035,0.0219,0.0601,14914
2019-12-31,"85015","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",1646,1300,0.0075,0.0275,0.0803,10693
2019-12-31,"95136","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",1647,3250,0.002,-0.0101,0.009,11706
2019-12-31,"02472","MA","Boston-Cambridge-Newton","Middlesex County","Watertown",1648,2510,-0.0275,-0.0432,0.029,13900
2019-12-31,"78232","TX","San Antonio-New Braunfels","Bexar County","San Antonio",1649,1420,0.0152,0.0142,0.065,11628
2019-12-31,"11249","NY","New York-Newark-Jersey City","Kings County","New York",1650,3440,-0.0015,0.002,0.1348,6302
2019-12-31,"06360","CT","Norwich-New London","New London County","Norwich",1651,1220,0.0021,0.02,0.0192,14187
2019-12-31,"11550","NY","New York-Newark-Jersey City","Nassau County","Town of Hempstead",1652,2500,0.0039,-0.0089,0.0001,11237
2019-12-31,"60120","IL","Chicago-Naperville-Elgin","Kane County","Elgin",1653,1380,0.0013,0.0145,0.0148,14465
2019-12-31,"60025","IL","Chicago-Naperville-Elgin","Cook County","Glenview",1654,2050,0.0133,-0.0095,0.0341,15884
2019-12-31,"32738","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County","Deltona",1655,1310,0.0079,0.0187,-0.0138,17964
2019-12-31,"98503","WA","Olympia-Tumwater","Thurston County","Lacey",1656,1600,0.0038,0.019,0.0352,11567
2019-12-31,"33624","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Greater Carrollwood",1657,1420,0,0.0204,0.0398,15567
2019-12-31,"36608","AL","Mobile","Mobile County","Mobile",1658,1090,0.0087,0.0336,0.053,12105
2019-12-31,"38125","TN","Memphis","Shelby County","Memphis",1659,1230,-0.0094,-0.0269,0.004,13792
2019-12-31,"14624","NY","Rochester","Monroe County","Chili",1660,1210,-0.0079,-0.0022,-0.0215,14188
2019-12-31,"10034","NY","New York-Newark-Jersey City","New York County","New York",1661,2390,-0.0172,-0.0197,-0.0175,3901
2019-12-31,"80205","CO","Denver-Aurora-Lakewood","Denver County","Denver",1662,1870,-0.0083,0.006,0.0323,13350
2019-12-31,"75028","TX","Dallas-Fort Worth-Arlington","Denton County","Flower Mound",1663,1840,0.0076,-0.0262,0.0048,15795
